HGNC ID	Approved symbol	Approved name	Previous symbols	Status	NCBI Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)	Mouse genome database ID(supplied by MGI)	Rat genome database ID(supplied by RGD)	Ensembl gene ID
HGNC:36967	RPL5P35	ribosomal protein L5 pseudogene 35		Approved	100129647				ENSG00000214727
HGNC:10362	RPL6	ribosomal protein L6	TXREB1	Approved	6128	Q02878	MGI:108057, MGI:3647789	RGD:619826	ENSG00000089009
HGNC:35972	RPL6P1	ribosomal protein L6 pseudogene 1		Approved	440587				ENSG00000236111
HGNC:35964	RPL6P2	ribosomal protein L6 pseudogene 2		Approved	343495				ENSG00000227056
HGNC:35925	RPL6P3	ribosomal protein L6 pseudogene 3		Approved	391181				ENSG00000229022
HGNC:36344	RPL6P4	ribosomal protein L6 pseudogene 4		Approved	645054				ENSG00000226080
HGNC:36199	RPL6P5	ribosomal protein L6 pseudogene 5		Approved	100270844				ENSG00000214064
HGNC:36673	RPL6P6	ribosomal protein L6 pseudogene 6		Approved	100270845				ENSG00000231063
HGNC:35801	RPL6P7	ribosomal protein L6 pseudogene 7		Approved	100270848				ENSG00000239212
HGNC:37044	RPL6P8	ribosomal protein L6 pseudogene 8		Approved	100133100				ENSG00000242285
HGNC:36484	RPL6P9	ribosomal protein L6 pseudogene 9		Approved	100270847				ENSG00000242390
HGNC:36575	RPL6P10	ribosomal protein L6 pseudogene 10		Approved	642828				ENSG00000243199
HGNC:55893	RPL6P11	ribosomal protein L6 pseudogene 11		Approved	100132922				ENSG00000250475
HGNC:35681	RPL6P12	ribosomal protein L6 pseudogene 12		Approved	100270907				ENSG00000214671
HGNC:36399	RPL6P13	ribosomal protein L6 pseudogene 13		Approved	643974				ENSG00000243312
HGNC:35661	RPL6P14	ribosomal protein L6 pseudogene 14		Approved	391679				ENSG00000244470
HGNC:36903	RPL6P15	ribosomal protein L6 pseudogene 15		Approved	100270843				ENSG00000240611
HGNC:35674	RPL6P16	ribosomal protein L6 pseudogene 16		Approved	728365				ENSG00000240159
HGNC:36914	RPL6P17	ribosomal protein L6 pseudogene 17		Approved	100131229				ENSG00000216754
HGNC:36911	RPL6P18	ribosomal protein L6 pseudogene 18		Approved	100131805				ENSG00000218476
HGNC:36754	RPL6P19	ribosomal protein L6 pseudogene 19		Approved	646483				ENSG00000230383
HGNC:36543	RPL6P20	ribosomal protein L6 pseudogene 20		Approved	285900				ENSG00000236976
HGNC:35994	RPL6P21	ribosomal protein L6 pseudogene 21		Approved	100270846				ENSG00000223445
HGNC:36220	RPL6P22	ribosomal protein L6 pseudogene 22		Approved	388460				ENSG00000240738
HGNC:55892	RPL6P23	ribosomal protein L6 pseudogene 23		Approved	100130524				ENSG00000249510
HGNC:36343	RPL6P24	ribosomal protein L6 pseudogene 24		Approved	100271034				ENSG00000227474
HGNC:36840	RPL6P25	ribosomal protein L6 pseudogene 25		Approved	401725				ENSG00000213270
HGNC:36152	RPL6P26	ribosomal protein L6 pseudogene 26		Approved	100271035				ENSG00000240305
HGNC:36133	RPL6P27	ribosomal protein L6 pseudogene 27		Approved	645387				ENSG00000235552
HGNC:36065	RPL6P28	ribosomal protein L6 pseudogene 28		Approved	100271208				ENSG00000223730
HGNC:36382	RPL6P29	ribosomal protein L6 pseudogene 29		Approved	392505				ENSG00000236243
HGNC:36171	RPL6P30	ribosomal protein L6 pseudogene 30		Approved	139452				ENSG00000215313
HGNC:55890	RPL6P31	ribosomal protein L6 pseudogene 31		Approved	441907				ENSG00000223945
HGNC:55891	RPL6P32	ribosomal protein L6 pseudogene 32		Approved	100131520				ENSG00000253646
HGNC:10363	RPL7	ribosomal protein L7		Approved	6129	P18124	MGI:98073	RGD:735169	ENSG00000147604
HGNC:10364	RPL7A	ribosomal protein L7a		Approved	6130	P62424	MGI:1353472	RGD:1307586	ENSG00000148303
HGNC:10365	RPL7AL1	ribosomal protein L7A-like 1, G1-phase expressed		Entry Withdrawn					
HGNC:10366	RPL7AP1	ribosomal protein L7a pseudogene 1		Entry Withdrawn					
HGNC:23552	RPL7AP2	ribosomal protein L7a pseudogene 2		Approved	652978				ENSG00000241984
HGNC:23553	RPL7AP3	ribosomal protein L7a pseudogene 3		Approved	654370				ENSG00000256243
HGNC:23554	RPL7AP4	ribosomal protein L7a pseudogene 4		Approved	652985				ENSG00000213641
HGNC:19781	RPL7AP5	ribosomal protein L7a pseudogene 5		Approved	326309				ENSG00000240210
HGNC:19785	RPL7AP6	ribosomal protein L7a pseudogene 6		Approved	326310				ENSG00000242071
HGNC:21395	RPL7AP7	ribosomal protein L7a pseudogene 7		Approved	353013				ENSG00000213880
HGNC:23738	RPL7AP8	ribosomal protein L7a pseudogene 8		Approved	340749				ENSG00000230507
HGNC:32398	RPL7AP9	ribosomal protein L7a pseudogene 9	RPL7AP59	Approved	441642				ENSG00000213272
HGNC:32433	RPL7AP10	ribosomal protein L7a pseudogene 10	RPL7AP68	Approved	161406				ENSG00000240522
HGNC:35242	RPL7AP11	ribosomal protein L7a pseudogene 11		Approved	728992				ENSG00000242445
HGNC:16562	RPL7AP12	ribosomal protein L7a pseudogene 12	RPL7AL2	Approved	128668				ENSG00000228210
HGNC:16565	RPL7AP13	ribosomal protein L7a pseudogene 13	RPL7AL3	Approved	128748				ENSG00000235208
HGNC:16590	RPL7AP14	ribosomal protein L7a pseudogene 14	RPL7AL4	Approved	140756				ENSG00000213979
HGNC:36873	RPL7AP15	ribosomal protein L7a pseudogene 15		Approved	100270895				ENSG00000236806
HGNC:35898	RPL7AP16	ribosomal protein L7a pseudogene 16		Approved	100270896				ENSG00000234329
HGNC:36501	RPL7AP17	ribosomal protein L7a pseudogene 17		Approved	100270897				ENSG00000213421
HGNC:35613	RPL7AP18	ribosomal protein L7a pseudogene 18		Approved	390993				ENSG00000232848
HGNC:36820	RPL7AP19	ribosomal protein L7a pseudogene 19		Approved	100271036				ENSG00000227777
HGNC:36358	RPL7AP20	ribosomal protein L7a pseudogene 20		Approved	100271037				ENSG00000234981
HGNC:37020	RPL7AP21	ribosomal protein L7a pseudogene 21		Approved	100271038				ENSG00000229757
HGNC:36592	RPL7AP22	ribosomal protein L7a pseudogene 22		Approved	100271039				ENSG00000227331
HGNC:36884	RPL7AP23	ribosomal protein L7a pseudogene 23		Approved	100271040				ENSG00000241367
HGNC:36588	RPL7AP24	ribosomal protein L7a pseudogene 24		Approved	100271041				ENSG00000241307
HGNC:36714	RPL7AP25	ribosomal protein L7a pseudogene 25		Approved	100271042				ENSG00000235294
HGNC:36815	RPL7AP26	ribosomal protein L7a pseudogene 26		Approved	728128				ENSG00000214988
HGNC:36806	RPL7AP27	ribosomal protein L7a pseudogene 27		Approved	152663				ENSG00000242169
HGNC:35656	RPL7AP28	ribosomal protein L7a pseudogene 28		Approved	100271209				ENSG00000184139
HGNC:36394	RPL7AP29	ribosomal protein L7a pseudogene 29		Approved	100271043				ENSG00000248843
HGNC:35757	RPL7AP30	ribosomal protein L7a pseudogene 30		Approved	441034				ENSG00000241741
HGNC:36857	RPL7AP31	ribosomal protein L7a pseudogene 31		Approved	728315				ENSG00000242083
HGNC:36415	RPL7AP32	ribosomal protein L7a pseudogene 32		Approved	133748				ENSG00000243160
HGNC:36679	RPL7AP33	ribosomal protein L7a pseudogene 33		Approved	391850				ENSG00000254200
HGNC:36778	RPL7AP34	ribosomal protein L7a pseudogene 34		Approved	441154				ENSG00000213312
HGNC:36113	RPL7AP35	ribosomal protein L7a pseudogene 35		Approved	100271210				ENSG00000216639
HGNC:36356	RPL7AP36	ribosomal protein L7a pseudogene 36		Approved	728179				ENSG00000216368
HGNC:36507	RPL7AP37	ribosomal protein L7a pseudogene 37		Approved	645257				ENSG00000213109
HGNC:36161	RPL7AP38	ribosomal protein L7a pseudogene 38		Approved	442660				ENSG00000213787
HGNC:35881	RPL7AP39	ribosomal protein L7a pseudogene 39		Approved	646476				ENSG00000213385
HGNC:35883	RPL7AP40	ribosomal protein L7a pseudogene 40		Approved	442712				ENSG00000224475
HGNC:36403	RPL7AP41	ribosomal protein L7a pseudogene 41		Approved	100271213				ENSG00000213798
HGNC:36716	RPL7AP42	ribosomal protein L7a pseudogene 42		Approved	100271215				ENSG00000234358
HGNC:35775	RPL7AP43	ribosomal protein L7a pseudogene 43		Approved	644236				ENSG00000213542
HGNC:36645	RPL7AP44	ribosomal protein L7a pseudogene 44		Approved	100271398				ENSG00000231562
HGNC:35935	RPL7AP45	ribosomal protein L7a pseudogene 45		Approved	100132678				ENSG00000275160
HGNC:35698	RPL7AP46	ribosomal protein L7a pseudogene 46		Approved	441440				ENSG00000233555
HGNC:36833	RPL7AP47	ribosomal protein L7a pseudogene 47		Approved	100271211				ENSG00000234982
HGNC:35953	RPL7AP48	ribosomal protein L7a pseudogene 48		Approved	100271212				ENSG00000237088
HGNC:35507	RPL7AP49	ribosomal protein L7a pseudogene 49		Approved	100271214				ENSG00000184961
HGNC:36117	RPL7AP50	ribosomal protein L7a pseudogene 50		Approved	87688				ENSG00000213609
HGNC:36826	RPL7AP51	ribosomal protein L7a pseudogene 51		Approved	100271533				ENSG00000226448
HGNC:36233	RPL7AP52	ribosomal protein L7a pseudogene 52		Approved	100271534				ENSG00000225354
HGNC:36392	RPL7AP53	ribosomal protein L7a pseudogene 53		Approved	401640				ENSG00000235962
HGNC:36264	RPL7AP54	ribosomal protein L7a pseudogene 54		Approved	390228				ENSG00000242279
HGNC:36314	RPL7AP55	ribosomal protein L7a pseudogene 55		Approved	100271535				ENSG00000241008
HGNC:35585	RPL7AP56	ribosomal protein L7a pseudogene 56		Approved	100271536				ENSG00000242834
HGNC:36551	RPL7AP57	ribosomal protein L7a pseudogene 57		Approved	100271537				ENSG00000242248
HGNC:36586	RPL7AP58	ribosomal protein L7a pseudogene 58		Approved	645846				ENSG00000240554
HGNC:35637	RPL7AP59	symbol withdrawn, see [HGNC:32398](/data/gene-symbol-report/#!/hgnc_id/HGNC:32398)		Symbol Withdrawn					
HGNC:35859	RPL7AP60	ribosomal protein L7a pseudogene 60		Approved	100271538				ENSG00000213152
HGNC:35482	RPL7AP61	ribosomal protein L7a pseudogene 61		Approved	100271539				ENSG00000233291
HGNC:36890	RPL7AP62	ribosomal protein L7a pseudogene 62		Approved	644029				ENSG00000213862
HGNC:35504	RPL7AP63	ribosomal protein L7a pseudogene 63		Approved	401865				ENSG00000243697
HGNC:35821	RPL7AP64	ribosomal protein L7a pseudogene 64		Approved	728486				ENSG00000213876
HGNC:37031	RPL7AP65	ribosomal protein L7a pseudogene 65		Approved	100271543				ENSG00000228000
HGNC:35682	RPL7AP66	ribosomal protein L7a pseudogene 66		Approved	388474				ENSG00000175886
HGNC:35537	RPL7AP67	ribosomal protein L7a pseudogene 67		Approved	100271542				ENSG00000239683
HGNC:37014	RPL7AP68	symbol withdrawn, see [HGNC:32433](/data/gene-symbol-report/#!/hgnc_id/HGNC:32433)		Symbol Withdrawn					
HGNC:36697	RPL7AP69	ribosomal protein L7a pseudogene 69		Approved	100271545				ENSG00000268483
HGNC:36752	RPL7AP70	ribosomal protein L7a pseudogene 70		Approved	728139				ENSG00000235776
HGNC:35754	RPL7AP71	ribosomal protein L7a pseudogene 71		Approved	100271399				ENSG00000234566
HGNC:36442	RPL7AP72	ribosomal protein L7a pseudogene 72		Approved	100270754				ENSG00000235735
HGNC:41968	RPL7AP73	ribosomal protein L7a pseudogene 73		Approved	100873817				ENSG00000237952
HGNC:55897	RPL7AP74	ribosomal protein L7a pseudogene 74		Approved	390306				ENSG00000255991
HGNC:55898	RPL7AP75	ribosomal protein L7a pseudogene 75		Approved	100132644				ENSG00000259674
HGNC:55899	RPL7AP76	ribosomal protein L7a pseudogene 76		Approved	643630				ENSG00000231995
HGNC:55900	RPL7AP77	ribosomal protein L7a pseudogene 77		Approved	122965336				ENSG00000225005
HGNC:55901	RPL7AP78	ribosomal protein L7a pseudogene 78		Approved	122965331				ENSG00000224573
HGNC:55902	RPL7AP79	ribosomal protein L7a pseudogene 79		Approved	122965337				ENSG00000255106
HGNC:55903	RPL7AP80	ribosomal protein L7a pseudogene 80		Approved	122965332				ENSG00000253332
HGNC:55904	RPL7AP81	ribosomal protein L7a pseudogene 81		Approved	122965333				ENSG00000235163
HGNC:55905	RPL7AP82	ribosomal protein L7a pseudogene 82		Approved	122965338				ENSG00000228955
HGNC:56412	RPL7AP83	ribosomal protein L7a pseudogene 83		Approved	127379730				ENSG00000229339
HGNC:21370	RPL7L1	ribosomal protein L7 like 1		Approved	285855	Q6DKI1	MGI:1913479	RGD:1308469	ENSG00000146223
HGNC:39455	RPL7L1P1	RPL7L1 pseudogene 1		Approved	100129260				ENSG00000234227
HGNC:39484	RPL7L1P2	RPL7L1 pseudogene 2		Approved	100420155				ENSG00000231490
HGNC:39485	RPL7L1P3	RPL7L1 pseudogene 3		Approved	100131964				ENSG00000235090
HGNC:39486	RPL7L1P4	RPL7L1 pseudogene 4		Approved	100130968				ENSG00000249582
HGNC:39487	RPL7L1P5	RPL7L1 pseudogene 5		Approved	390800				ENSG00000267634
HGNC:39488	RPL7L1P6	RPL7L1 pseudogene 6		Approved	100420201				
HGNC:39489	RPL7L1P7	RPL7L1 pseudogene 7		Approved	646641				ENSG00000251137
HGNC:39490	RPL7L1P8	RPL7L1 pseudogene 8		Approved	402152				ENSG00000228766
HGNC:39491	RPL7L1P9	RPL7L1 pseudogene 9		Approved	100128899				ENSG00000231035
HGNC:39492	RPL7L1P10	RPL7L1 pseudogene 10		Approved	106480729				ENSG00000237322
HGNC:39493	RPL7L1P11	RPL7L1 pseudogene 11		Approved	347509				ENSG00000176970
HGNC:39811	RPL7L1P12	RPL7L1 pseudogene 12		Approved	100420200				ENSG00000231981
HGNC:44212	RPL7L1P13	RPL7L1 pseudogene 13		Approved	100133103				ENSG00000251464
HGNC:56796	RPL7L1P14	RPL7L1 pseudogene 14		Approved	644721				ENSG00000250403
HGNC:56797	RPL7L1P15	RPL7L1 pseudogene 15		Approved	390618				ENSG00000259208
HGNC:56798	RPL7L1P16	RPL7L1 pseudogene 16		Approved	100127965				ENSG00000260494
HGNC:56799	RPL7L1P17	RPL7L1 pseudogene 17		Approved	100288666				ENSG00000255361
HGNC:56800	RPL7L1P18	RPL7L1 pseudogene 18		Approved	100131013				ENSG00000253114
HGNC:56801	RPL7L1P19	RPL7L1 pseudogene 19		Approved	646140				ENSG00000262316
HGNC:56802	RPL7L1P20	RPL7L1 pseudogene 20		Approved	442161				ENSG00000216781
HGNC:56803	RPL7L1P21	RPL7L1 pseudogene 21		Approved	100420170				ENSG00000226483
HGNC:56804	RPL7L1P22	RPL7L1 pseudogene 22		Approved	100420166				ENSG00000231349
HGNC:10367	RPL7P1	ribosomal protein L7 pseudogene 1	RPL17P, RPL7P	Approved	6174				ENSG00000214485
HGNC:16336	RPL7P2	ribosomal protein L7 pseudogene 2		Approved	140695				ENSG00000227663
HGNC:16566	RPL7P3	ribosomal protein L7 pseudogene 3		Approved	140857				ENSG00000226094
HGNC:21634	RPL7P4	ribosomal protein L7 pseudogene 4		Approved	100133037				ENSG00000230449
HGNC:28886	RPL7P5	ribosomal protein L7 pseudogene 5		Approved	654381				ENSG00000241562
HGNC:32430	RPL7P6	ribosomal protein L7 pseudogene 6		Approved	90193				ENSG00000227525
HGNC:36895	RPL7P7	ribosomal protein L7 pseudogene 7		Approved	644896				ENSG00000224315
HGNC:35914	RPL7P8	ribosomal protein L7 pseudogene 8		Approved	441896				ENSG00000235045
HGNC:37028	RPL7P9	ribosomal protein L7 pseudogene 9		Approved	653702				ENSG00000137970
HGNC:36599	RPL7P10	ribosomal protein L7 pseudogene 10		Approved	646538				ENSG00000229752
HGNC:35667	RPL7P11	ribosomal protein L7 pseudogene 11		Approved	100270823				ENSG00000234619
HGNC:36611	RPL7P12	ribosomal protein L7 pseudogene 12		Approved	100131085				ENSG00000227770
HGNC:36861	RPL7P13	ribosomal protein L7 pseudogene 13		Approved	130728				ENSG00000234253
HGNC:35984	RPL7P14	ribosomal protein L7 pseudogene 14		Approved	100129743				ENSG00000232994
HGNC:36740	RPL7P15	ribosomal protein L7 pseudogene 15		Approved	100270850				ENSG00000240622
HGNC:36591	RPL7P16	ribosomal protein L7 pseudogene 16		Approved	729677				ENSG00000242899
HGNC:36116	RPL7P17	ribosomal protein L7 pseudogene 17		Approved	100270851				ENSG00000214062
HGNC:36949	RPL7P18	ribosomal protein L7 pseudogene 18		Approved	100270852				ENSG00000243806
HGNC:36268	RPL7P19	ribosomal protein L7 pseudogene 19		Approved	100270853				ENSG00000241458
HGNC:36013	RPL7P20	ribosomal protein L7 pseudogene 20		Approved	728843				ENSG00000254252
HGNC:36762	RPL7P21	ribosomal protein L7 pseudogene 21		Approved	729123				ENSG00000231579
HGNC:35802	RPL7P22	ribosomal protein L7 pseudogene 22		Approved	728620				ENSG00000226544
HGNC:35658	RPL7P23	ribosomal protein L7 pseudogene 23		Approved	648000				ENSG00000244363
HGNC:36715	RPL7P24	ribosomal protein L7 pseudogene 24		Approved	100127893				ENSG00000240003
HGNC:36455	RPL7P25	ribosomal protein L7 pseudogene 25		Approved	100129061				ENSG00000216636
HGNC:36630	RPL7P26	ribosomal protein L7 pseudogene 26		Approved	728380				ENSG00000184612
HGNC:36649	RPL7P27	ribosomal protein L7 pseudogene 27		Approved	643906				ENSG00000220069
HGNC:35899	RPL7P28	ribosomal protein L7 pseudogene 28		Approved	442242				ENSG00000218632
HGNC:35700	RPL7P29	ribosomal protein L7 pseudogene 29		Approved	643971				ENSG00000214457
HGNC:36151	RPL7P30	ribosomal protein L7 pseudogene 30		Approved	100270908				ENSG00000227982
HGNC:36988	RPL7P31	ribosomal protein L7 pseudogene 31		Approved	100270909				ENSG00000235379
HGNC:35692	RPL7P32	ribosomal protein L7 pseudogene 32		Approved	100130892				ENSG00000231006
HGNC:35937	RPL7P33	ribosomal protein L7 pseudogene 33		Approved	286348				ENSG00000215236
HGNC:36181	RPL7P34	ribosomal protein L7 pseudogene 34		Approved	389992				ENSG00000237205
HGNC:36153	RPL7P35	ribosomal protein L7 pseudogene 35		Approved	100271216				ENSG00000233518
HGNC:37045	RPL7P36	ribosomal protein L7 pseudogene 36		Approved	100271218				ENSG00000234109
HGNC:36656	RPL7P37	ribosomal protein L7 pseudogene 37		Approved	439954				ENSG00000226646
HGNC:36731	RPL7P38	ribosomal protein L7 pseudogene 38		Approved	120872				ENSG00000239473
HGNC:36214	RPL7P39	ribosomal protein L7 pseudogene 39		Approved	100271217				ENSG00000243020
HGNC:36031	RPL7P40	ribosomal protein L7 pseudogene 40		Approved	100271220				ENSG00000242991
HGNC:36297	RPL7P41	ribosomal protein L7 pseudogene 41		Approved	100271222				ENSG00000241146
HGNC:35543	RPL7P42	ribosomal protein L7 pseudogene 42		Approved	100271223				ENSG00000241825
HGNC:36441	RPL7P43	ribosomal protein L7 pseudogene 43		Approved	100271224				ENSG00000241045
HGNC:36143	RPL7P44	ribosomal protein L7 pseudogene 44		Approved	390413				ENSG00000233873
HGNC:35522	RPL7P45	ribosomal protein L7 pseudogene 45		Approved	100271225				ENSG00000225823
HGNC:36706	RPL7P46	ribosomal protein L7 pseudogene 46		Approved	642451				ENSG00000229917
HGNC:35913	RPL7P47	ribosomal protein L7 pseudogene 47		Approved	146110				ENSG00000228071
HGNC:35540	RPL7P48	ribosomal protein L7 pseudogene 48		Approved	388401				ENSG00000187504
HGNC:36912	RPL7P49	ribosomal protein L7 pseudogene 49		Approved	100271221				ENSG00000242931
HGNC:35816	RPL7P50	ribosomal protein L7 pseudogene 50		Approved	729449				ENSG00000268785
HGNC:36432	RPL7P51	ribosomal protein L7 pseudogene 51		Approved	100271226				ENSG00000243469
HGNC:35676	RPL7P52	ribosomal protein L7 pseudogene 52		Approved	646912				ENSG00000228599
HGNC:36831	RPL7P53	ribosomal protein L7 pseudogene 53		Approved	100271145				ENSG00000237475
HGNC:36817	RPL7P54	ribosomal protein L7 pseudogene 54		Approved	100271146				ENSG00000227645
HGNC:36105	RPL7P55	ribosomal protein L7 pseudogene 55		Approved	100271147				ENSG00000228301
HGNC:35588	RPL7P56	ribosomal protein L7 pseudogene 56		Approved	728962				ENSG00000231164
HGNC:35901	RPL7P57	ribosomal protein L7 pseudogene 57		Approved	643507				ENSG00000224401
HGNC:49214	RPL7P58	ribosomal protein L7 pseudogene 58		Approved	646346				ENSG00000216938
HGNC:49215	RPL7P59	ribosomal protein L7 pseudogene 59		Approved	643308				ENSG00000225918
HGNC:49216	RPL7P60	ribosomal protein L7 pseudogene 60		Approved	100289264				ENSG00000214142
HGNC:49217	RPL7P61	ribosomal protein L7 pseudogene 61		Approved	101929589				ENSG00000230282
HGNC:10368	RPL8	ribosomal protein L8		Approved	6132	P62917	MGI:1350927	RGD:619827	ENSG00000161016
HGNC:13980	RPL8P1	ribosomal protein L8 pseudogene 1	RPL8P	Approved	387046				ENSG00000216676
HGNC:17220	RPL8P2	ribosomal protein L8 pseudogene 2		Approved	100128766				ENSG00000225267
HGNC:36407	RPL8P3	ribosomal protein L8 pseudogene 3		Approved	100270854				ENSG00000240950
HGNC:35555	RPL8P4	ribosomal protein L8 pseudogene 4		Approved	402150				ENSG00000213169
HGNC:35758	RPL8P5	ribosomal protein L8 pseudogene 5		Approved	100271044				ENSG00000232926
HGNC:10369	RPL9	ribosomal protein L9		Approved	6133	P32969	MGI:1298373, MGI:3642682, MGI:3649210	RGD:62049	ENSG00000163682
HGNC:10370	RPL9P1	symbol withdrawn, see [HGNC:30335](/data/gene-symbol-report/#!/hgnc_id/HGNC:30335)	RPL9L1	Symbol Withdrawn					
HGNC:17049	RPL9P2	ribosomal protein L9 pseudogene 2		Approved	729004				ENSG00000234324
HGNC:23555	RPL9P3	ribosomal protein L9 pseudogene 3		Approved	641616				ENSG00000240392
HGNC:23556	RPL9P4	ribosomal protein L9 pseudogene 4		Approved	644223				
HGNC:23557	RPL9P5	ribosomal protein L9 pseudogene 5		Approved	100129179				ENSG00000239510
HGNC:19798	RPL9P6	ribosomal protein L9 pseudogene 6		Approved	326311				ENSG00000241891
HGNC:30335	RPL9P7	ribosomal protein L9 pseudogene 7	RPL9P1, RPL9L1	Approved	6126				ENSG00000238103
HGNC:30334	RPL9P8	ribosomal protein L9 pseudogene 8	RPL9P9	Approved	254948				
HGNC:17251	RPL9P9	symbol withdrawn, see [HGNC:30334](/data/gene-symbol-report/#!/hgnc_id/HGNC:30334)		Symbol Withdrawn					
HGNC:35686	RPL9P10	ribosomal protein L9 pseudogene 10		Approved	100270855				
HGNC:35621	RPL9P11	ribosomal protein L9 pseudogene 11		Approved	642740				
HGNC:36728	RPL9P12	ribosomal protein L9 pseudogene 12		Approved	100270825				
HGNC:36558	RPL9P13	ribosomal protein L9 pseudogene 13		Approved	100270856				ENSG00000228374
HGNC:36816	RPL9P14	ribosomal protein L9 pseudogene 14		Approved	100132061				ENSG00000185078
HGNC:35539	RPL9P15	ribosomal protein L9 pseudogene 15		Approved	100270857				ENSG00000240601
HGNC:36851	RPL9P16	ribosomal protein L9 pseudogene 16		Approved	727835				ENSG00000214676
HGNC:36337	RPL9P17	ribosomal protein L9 pseudogene 17		Approved	728523				
HGNC:36954	RPL9P18	ribosomal protein L9 pseudogene 18		Approved	389404				ENSG00000213309
HGNC:36688	RPL9P19	ribosomal protein L9 pseudogene 19		Approved	100129634				
HGNC:36996	RPL9P20	ribosomal protein L9 pseudogene 20		Approved	100130392				
HGNC:35886	RPL9P21	ribosomal protein L9 pseudogene 21		Approved	728374				ENSG00000214089
